https://youtube.com/watch?v=, -1, -1, 1.0
https://youtube.com/watch?v=wTIKLvGn81M, -1, -1, 1.0
https://youtube.com/watch?v=lHZTJIDDJ0Q, -1, -1, 1.0
https://youtube.com/watch?v=Lj6fIqjaPoQ, -1, -1, 1.0
https://youtube.com/watch?v=hE0dUJkrFug, -1, -1, 1.0
https://youtube.com/watch?v=OCooh...",", -1, -1, 1.0
https://youtube.com/watch?v=vy6mY...",", -1, -1, 1.0
https://youtube.com/watch?v=XdP4SPuNfDo, -1, -1, 1.0
https://youtube.com/watch?v=, -1, -1, 1.0
[GOOD URL], https://youtube.com/watch?v=EpwCLtL3S58, [157139 likes] [1702 dislikes] [92.3 rate]
https://youtube.com/watch?v=wmajzaLInIQ, 175745, 27493, 6.39
[GOOD URL], https://youtube.com/watch?v=wTIKLvGn81M, [141574 likes] [1811 dislikes] [78.2 rate]
https://youtube.com/watch?v=8894Qqh1FJo, 37900, 3174, 11.94
https://youtube.com/watch?v=GNMkx-ENL8s, 13743, 353, 38.93
https://youtube.com/watch?v=LxbsFeBSJf8, 108697, 16939, 6.42
https://youtube.com/watch?v=wpiGUlJYY4s, 86328, 1312, 65.8
https://youtube.com/watch?v=hE0dUJkrFug, 20523, 1425, 14.4
